,節,開催日,Team,awayTeam,homeScore,awayScore,H or A_x,AGI_x,KAGI_x,CBP_x,shot_x,shot acc_x,possession_x,ACBP_x,PassCBP_x,InterceptP_x,DP_x,H or A_y,AGI_y,KAGI_y,CBP_y,shot_y,shot acc_y,possession_y,ACBP_y,PassCBP_y,InterceptP_y,DP_y
507,31,11.1,鳥栖,松本,1,0,H,60,52,7.5%,10,10.0%,53.3%,11.87,10.0,105.05,14.22,A,48,40,5.3%,6,0.0%,46.7%,13.81,11.77,76.08,18.67
449,31,10.29,広島,浦和,1,1,H,55,66,14.9%,17,0.0%,58.5%,24.27,18.99,107.21,6.52,A,34,45,7.6%,8,12.5%,41.5%,11.17,9.73,103.76,17.53
77,31,11.9,鹿島,川崎Ｆ,0,2,H,56,63,11.6%,15,0.0%,50.9%,14.83,11.87,85.25,8.92,A,37,44,7.1%,8,25.0%,49.1%,12.15,10.97,88.58,19.7
49,31,11.1,仙台,清水,2,0,H,64,43,14.4%,17,11.8%,39.7%,13.33,8.49,95.81,21.6,A,57,36,10.2%,13,0.0%,60.3%,21.48,15.34,86.15,14.91
587,31,11.9,磐田,FC東京,0,1,H,59,54,9.6%,11,0.0%,56.6%,19.74,13.18,79.34,12.59,A,46,41,6.4%,7,14.3%,43.4%,11.64,9.05,64.43,18.62
333,32,11.23,名古屋,鳥栖,0,0,H,48,51,8.0%,8,0.0%,49.3%,13.78,11.97,78.72,14.6,A,49,52,6.7%,7,0.0%,50.7%,10.39,9.93,77.61,16.29
431,32,11.23,神戸,Ｃ大阪,1,0,H,62,50,20.0%,24,4.2%,56.9%,22.64,17.35,116.24,8.72,A,50,38,10.4%,12,0.0%,43.1%,15.12,12.36,80.25,15.5
111,32,11.5,浦和,川崎Ｆ,0,2,H,42,49,9.3%,10,0.0%,46.1%,14.43,12.07,93.61,14.22,A,51,58,12.0%,13,15.4%,53.9%,19.57,18.12,103.86,16.59
557,32,11.23,松本,横浜FM,0,1,H,13,50,3.1%,4,0.0%,27.2%,3.42,3.34,123.18,16.47,A,50,87,13.5%,18,5.6%,72.8%,23.61,20.55,119.46,13.05
447,32,11.23,広島,鹿島,0,0,H,60,46,8.5%,9,0.0%,49.6%,14.78,11.35,61.51,12.07,A,54,40,13.5%,13,0.0%,50.4%,14.56,12.8,78.33,13.7
33,32,11.23,札幌,磐田,1,2,H,56,73,10.1%,13,7.7%,54.1%,23.0,17.6,92.41,10.17,A,27,44,6.3%,8,25.0%,45.9%,9.56,7.79,92.91,22.0
343,32,11.23,Ｇ大阪,仙台,2,0,H,68,53,18.2%,20,10.0%,62.4%,33.91,25.86,92.97,11.61,A,47,32,8.7%,10,0.0%,37.6%,10.2,8.22,79.6,24.98
301,32,11.23,清水,大分,1,1,H,67,68,21.2%,25,4.0%,42.5%,19.95,15.15,88.63,11.1,A,32,33,9.7%,10,10.0%,57.5%,12.58,11.05,64.82,20.92
149,32,11.23,FC東京,湘南,1,1,H,62,53,8.0%,11,9.1%,58.4%,19.45,15.37,81.1,14.88,A,47,38,11.6%,13,7.7%,41.6%,10.27,8.14,82.97,17.93
91,33,11.3,鹿島,神戸,1,3,H,67,49,11.5%,15,6.7%,39.8%,15.14,11.92,116.7,12.66,A,51,33,8.8%,12,25.0%,60.2%,19.01,15.35,126.86,18.88
597,33,11.3,磐田,名古屋,2,1,H,59,45,14.4%,16,12.5%,61.4%,21.37,16.92,88.86,12.09,A,55,41,13.0%,15,6.7%,38.6%,13.54,10.92,86.34,15.96
371,33,11.3,Ｇ大阪,松本,4,1,H,52,35,19.5%,23,17.4%,61.4%,26.87,21.91,94.87,16.94,A,65,48,14.6%,18,5.6%,38.6%,17.53,14.88,110.33,14.33
391,33,11.3,Ｃ大阪,清水,2,1,H,64,39,21.2%,25,8.0%,62.3%,20.52,15.98,68.45,15.35,A,61,36,6.7%,8,12.5%,37.7%,9.89,9.0,83.5,18.93
143,33,11.3,FC東京,浦和,1,1,H,64,48,14.9%,20,5.0%,42.1%,14.88,11.27,92.92,16.08,A,52,36,6.1%,8,12.5%,57.9%,15.91,13.35,89.15,17.32
477,33,11.3,鳥栖,札幌,0,2,H,55,60,9.1%,12,0.0%,57.6%,18.05,12.8,91.4,12.89,A,40,45,11.1%,12,16.7%,42.4%,13.51,10.72,99.19,19.87
263,33,11.3,湘南,広島,1,0,H,46,45,8.6%,11,0.0%,41.5%,11.23,8.77,109.34,20.82,A,55,54,7.5%,10,0.0%,58.5%,21.33,16.72,92.12,12.95
63,33,11.3,仙台,大分,2,0,H,40,49,11.5%,11,18.2%,29.0%,5.87,4.72,75.96,19.17,A,51,60,8.9%,9,0.0%,71.0%,21.99,17.02,90.71,6.15
181,33,11.3,川崎Ｆ,横浜FM,1,4,H,64,53,11.4%,14,7.1%,50.0%,17.3,13.14,117.22,10.1,A,47,36,10.7%,14,28.6%,50.0%,13.88,11.64,65.22,13.64
441,34,12.7,神戸,磐田,4,1,H,52,51,14.4%,17,23.5%,55.5%,19.4,16.96,114.07,13.29,A,49,48,13.7%,16,6.3%,44.5%,17.46,14.23,103.29,12.61
299,34,12.7,清水,鳥栖,1,0,H,56,43,8.3%,11,9.1%,51.9%,14.36,10.39,87.72,21.5,A,57,44,5.6%,8,0.0%,48.1%,11.9,9.15,88.22,19.07
121,34,12.7,浦和,Ｇ大阪,2,3,H,51,48,13.5%,13,15.4%,47.2%,16.53,14.43,80.94,12.86,A,52,49,16.5%,18,16.7%,52.8%,18.61,15.12,88.67,13.34
559,34,12.7,松本,湘南,1,1,H,59,56,17.4%,24,4.2%,50.2%,17.15,13.65,108.46,15.91,A,44,41,9.3%,12,8.3%,49.8%,10.15,8.24,94.09,18.05
533,34,12.7,大分,Ｃ大阪,0,2,H,46,50,8.1%,8,0.0%,50.1%,14.79,12.5,72.52,12.66,A,50,54,11.9%,12,16.7%,49.9%,21.3,19.25,79.83,14.36
311,34,12.7,名古屋,鹿島,0,1,H,42,49,7.0%,8,0.0%,57.5%,17.31,15.65,98.58,11.02,A,51,58,8.1%,10,0.0%,42.5%,12.48,9.76,76.96,17.42
213,34,12.7,横浜FM,FC東京,3,0,H,43,42,5.8%,8,37.5%,56.2%,14.0,12.96,101.24,17.48,A,58,57,6.1%,8,0.0%,43.8%,15.3,11.48,140.12,12.87
445,34,12.7,広島,仙台,1,0,H,76,68,15.1%,19,5.3%,65.4%,30.43,25.55,100.4,9.71,A,32,24,4.5%,5,0.0%,34.6%,7.74,6.94,90.1,23.01
9,34,12.7,札幌,川崎Ｆ,1,2,H,53,41,9.8%,12,8.3%,56.5%,20.15,15.83,123.14,7.41,A,59,47,15.9%,18,11.1%,43.5%,20.01,17.52,105.02,21.06
